customerID,gender,SeniorCitizen,Partner,Dependents,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn
6459,0,0,1,0,2,1,2,2,2,2,2,2,0,1,0,1
1929,0,0,1,1,2,2,1,1,1,1,1,1,2,0,3,0
4464,0,0,0,0,0,1,0,0,0,0,2,0,0,1,2,1
538,0,0,0,0,2,1,2,0,0,0,0,0,0,1,2,0
2292,1,0,1,1,2,2,1,1,1,1,1,1,2,0,3,0
718,0,1,1,0,2,1,2,2,2,2,0,2,1,1,1,0
679,1,1,0,1,0,0,0,0,0,0,0,0,0,1,3,0
3869,1,0,1,1,2,2,1,1,1,1,1,1,1,1,3,0
3405,0,0,1,0,2,2,1,1,1,1,1,1,2,0,1,0
6492,1,0,1,0,2,0,2,2,2,0,2,2,2,1,2,0
227,1,0,1,1,0,2,1,1,1,1,1,1,2,0,1,0
3076,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0
6578,1,1,1,0,0,1,0,0,0,0,0,0,0,1,2,0
4842,0,0,1,1,2,0,0,2,0,2,0,0,0,1,2,1
5909,1,0,1,1,2,2,1,1,1,1,1,1,1,0,3,0
3316,0,0,0,0,0,2,1,1,1,1,1,1,2,0,3,0
170,1,0,1,1,1,0,2,2,2,0,2,2,0,0,3,0
4059,1,0,1,1,2,1,2,2,0,0,2,0,0,1,1,0
6293,1,0,1,1,0,2,1,1,1,1,1,1,2,0,1,0
1149,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0
5220,1,0,1,0,2,1,2,2,2,2,2,2,2,0,1,0
246,0,0,0,0,1,0,0,0,0,0,2,0,0,1,2,1
3452,1,0,1,1,2,0,0,2,0,2,2,0,1,1,2,0
6053,1,0,0,0,2,1,0,0,0,0,0,2,0,1,2,1
2665,0,0,1,1,0,0,2,2,2,2,2,0,2,0,1,0
889,1,0,1,1,2,1,0,2,0,2,0,0,2,1,2,0
4404,0,0,0,0,0,2,1,1,1,1,1,1,1,1,3,0
4932,1,0,0,0,0,2,1,1,1,1,1,1,2,0,0,0
4312,0,0,1,1,2,1,0,2,2,0,2,2,1,1,1,1
3078,0,0,1,0,2,1,2,0,2,0,2,2,0,1,0,1
5783,1,0,0,0,1,0,0,2,0,2,0,0,0,1,2,0
64,1,0,0,1,2,1,0,0,2,0,2,2,0,1,2,1
3461,0,1,1,0,2,1,0,2,2,2,0,0,0,0,2,0
497,1,0,0,0,2,1,0,2,2,2,2,0,2,1,1,0
3417,0,1,0,0,0,1,0,0,2,0,0,0,0,0,2,0
6090,1,0,0,0,0,0,0,0,2,2,2,2,0,1,2,1
2289,1,1,0,0,2,0,0,0,2,2,2,0,2,1,1,0
4554,0,0,0,0,2,1,0,0,2,2,0,0,0,1,2,0
7011,0,0,1,0,2,2,1,1,1,1,1,1,2,1,1,0
4460,0,0,0,0,2,0,0,2,0,0,0,0,1,1,2,0
1157,1,0,1,0,2,0,0,2,0,2,0,0,0,0,0,0
6301,1,0,0,0,2,0,2,2,2,0,0,2,1,0,1,0
260,0,0,1,1,0,2,1,1,1,1,1,1,2,0,3,0
3910,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0
273,1,0,1,0,0,2,1,1,1,1,1,1,2,0,1,0
5168,0,0,0,0,0,2,1,1,1,1,1,1,1,0,0,0
1412,1,0,0,0,0,1,0,2,2,2,2,2,0,1,2,0
4535,0,1,0,0,0,1,0,2,0,0,2,0,0,1,0,0
2883,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1
6386,0,0,0,0,1,0,0,2,2,0,2,2,1,1,1,0
1769,0,0,1,1,0,2,1,1,1,1,1,1,2,0,3,0
5240,0,0,1,0,2,1,0,0,0,0,2,2,0,0,2,0
4193,0,1,0,0,2,1,0,0,0,0,2,2,0,1,2,0
1315,1,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0
3617,1,0,0,0,2,0,0,2,0,2,2,0,0,1,2,0
5915,0,0,0,0,0,0,2,0,2,2,2,2,2,0,0,0
5842,1,0,1,0,2,1,2,2,2,0,0,0,1,0,0,0
2719,1,0,0,0,2,0,0,0,0,0,2,0,0,1,2,1
5928,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,1
6821,1,1,1,1,2,1,0,2,0,0,2,2,1,0,2,0
686,1,0,0,0,0,2,1,1,1,1,1,1,0,0,3,0
5308,1,0,0,0,1,0,0,0,0,0,2,2,0,1,2,1
1379,1,0,1,1,2,1,2,2,2,2,2,2,2,0,0,0
5336,0,0,0,0,0,2,1,1,1,1,1,1,0,0,3,1
6273,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0
6096,0,0,1,0,2,1,0,2,2,2,0,0,1,1,0,0
6898,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1
840,1,0,1,1,0,2,1,1,1,1,1,1,0,1,0,0
61,1,0,0,0,2,0,0,2,2,0,0,2,0,1,0,0
3771,0,0,0,0,0,1,0,2,0,0,2,0,0,1,0,1
2647,1,0,1,0,2,2,1,1,1,1,1,1,2,0,1,0
6313,0,0,1,0,0,1,2,2,2,0,2,2,1,1,0,0
1660,0,0,1,1,0,2,1,1,1,1,1,1,2,1,1,0
2779,0,0,0,0,2,1,2,2,2,2,2,2,2,1,0,0
2234,0,0,1,1,2,1,0,0,0,0,0,2,0,1,0,1
6018,0,0,1,0,0,2,1,1,1,1,1,1,2,0,1,0
907,1,1,0,0,2,1,0,2,2,2,2,2,0,1,2,0
2898,0,0,0,0,0,1,0,0,2,2,0,2,2,1,0,0
6627,1,0,0,0,2,1,0,0,0,2,2,0,0,1,2,1
5529,1,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0
1390,0,1,1,0,2,1,2,2,2,2,0,0,2,1,0,0
2554,1,0,0,0,0,0,2,2,0,0,2,2,1,1,1,0
1218,0,0,0,0,0,0,0,2,0,2,0,0,0,1,2,0
83,0,1,0,0,0,0,0,0,2,2,2,2,1,0,0,0
4924,1,0,1,1,0,1,0,2,0,2,0,0,2,1,0,0
4128,0,0,0,0,0,2,1,1,1,1,1,1,2,0,0,0
1535,1,0,0,0,0,2,1,1,1,1,1,1,0,0,3,0
1722,1,0,1,1,2,0,0,0,2,0,0,0,1,0,0,0
3799,1,0,0,0,2,2,1,1,1,1,1,1,2,1,1,0
6645,1,0,1,1,2,1,0,2,0,0,2,0,0,1,0,0
4615,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
2738,1,0,1,1,2,0,2,0,2,2,0,2,2,0,3,0
277,0,0,1,0,2,1,2,2,2,0,2,2,1,1,1,0
6185,0,0,1,1,0,2,1,1,1,1,1,1,1,1,3,0
2561,0,0,1,0,2,1,2,2,2,2,2,2,2,1,1,0
2122,0,0,0,0,0,0,0,0,2,0,0,2,1,0,1,0
2190,1,0,1,0,2,1,0,2,2,0,0,2,0,1,0,0
5167,0,1,0,0,2,1,2,2,2,0,2,2,0,1,2,1
5082,1,1,0,0,0,1,0,0,0,0,2,2,0,1,2,1
5108,1,0,0,0,0,1,0,0,0,0,2,0,0,0,2,1
1349,0,0,1,1,0,2,1,1,1,1,1,1,2,1,0,0
3692,1,0,1,1,0,0,2,0,0,0,0,0,0,1,3,0
1582,1,1,0,0,2,1,2,0,2,2,2,2,2,1,2,0
3970,1,1,1,0,2,2,1,1,1,1,1,1,2,1,0,0
1459,0,0,0,0,2,0,0,0,0,2,0,0,0,1,1,0
4377,1,0,1,1,2,2,1,1,1,1,1,1,2,0,1,0
3583,0,0,0,0,0,1,2,2,0,0,2,0,0,1,2,0
351,0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,1
1728,1,1,1,0,2,1,0,2,2,0,2,2,1,1,2,0
6073,0,1,0,0,2,0,0,0,0,2,0,2,0,1,2,0
5932,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1
4024,0,0,0,0,0,2,1,1,1,1,1,1,0,0,3,1
1076,1,0,1,1,2,0,2,2,2,2,2,2,2,1,1,0
5322,0,0,0,0,0,1,0,2,2,2,0,0,0,1,1,1
5522,0,1,1,0,2,1,2,0,2,0,2,2,1,1,0,0
5254,0,0,1,0,0,2,1,1,1,1,1,1,2,1,0,0
1767,1,0,1,0,1,0,0,2,0,0,0,0,0,0,2,0
2158,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1
1612,0,0,1,0,0,0,2,2,2,0,0,0,1,1,3,0
5948,1,0,1,1,2,0,2,2,0,0,2,0,0,1,0,0
2933,1,0,1,1,2,2,1,1,1,1,1,1,2,0,0,0
3816,0,0,1,1,2,0,2,2,2,2,2,2,2,0,3,0
4184,0,0,1,0,2,1,0,0,2,0,0,2,0,0,3,1
1696,0,0,1,0,2,0,0,0,0,2,2,2,0,1,1,0
570,0,0,0,0,0,2,1,1,1,1,1,1,2,0,1,0
2440,1,0,0,0,2,2,1,1,1,1,1,1,1,0,0,0
6467,0,0,0,0,2,1,2,0,0,0,2,2,0,1,2,1
4711,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1472,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0
5292,1,0,1,1,1,0,2,2,2,0,0,0,2,0,3,0
1901,0,0,0,0,1,0,2,2,2,2,0,2,2,1,3,0
4261,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,0
5572,1,0,1,1,2,0,2,2,2,0,0,0,2,0,1,0
6319,1,0,1,1,2,2,1,1,1,1,1,1,2,0,1,0
4901,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,1
3374,0,0,0,0,2,1,0,2,0,0,0,0,0,1,2,1
6755,1,1,1,0,2,1,0,0,0,0,0,2,0,1,2,1
3630,0,0,1,1,2,1,2,2,2,2,0,0,1,1,1,0
1398,0,1,0,0,2,1,0,0,2,0,0,0,0,1,3,0
1415,1,0,1,0,0,1,0,0,2,0,2,2,1,1,0,0
554,1,0,0,0,0,0,0,0,2,2,2,2,0,1,2,0
3857,1,0,1,1,0,2,1,1,1,1,1,1,2,0,3,0
1294,0,0,1,0,0,2,1,1,1,1,1,1,2,0,1,0
1133,1,0,0,0,0,2,1,1,1,1,1,1,0,0,3,0
4008,1,1,1,0,2,1,0,2,0,0,2,2,2,0,0,0
3095,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0
4750,0,0,1,1,1,0,0,2,2,2,2,0,2,0,1,0
5338,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0
2464,1,1,1,0,2,1,0,0,0,0,0,2,0,0,2,1
3457,0,0,0,1,2,1,0,0,0,0,2,0,0,1,1,1
6004,1,0,0,0,0,1,0,2,0,0,0,0,0,1,1,1
539,1,0,1,1,0,2,1,1,1,1,1,1,2,0,0,0
3847,0,0,0,0,2,0,0,2,0,0,0,0,0,1,2,0
4900,1,0,1,0,2,1,0,2,0,0,0,2,0,1,2,0
2050,0,0,1,1,1,0,2,0,0,0,2,2,0,1,0,0
1240,1,0,0,0,2,2,1,1,1,1,1,1,1,0,2,0
2107,1,0,0,0,2,1,0,0,0,0,0,0,0,1,2,0
5193,1,0,0,1,0,2,1,1,1,1,1,1,2,0,3,0
2371,0,1,1,0,2,0,2,2,0,2,0,0,0,1,3,0
2181,1,1,1,0,1,0,0,0,0,0,2,2,0,1,2,1
5880,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0
5731,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
5920,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0
4505,1,0,0,0,0,1,0,0,0,2,2,2,0,1,2,1
930,1,0,0,0,0,2,1,1,1,1,1,1,0,0,0,1
5709,1,1,0,0,2,1,0,2,0,0,0,2,0,1,2,0
6564,0,0,0,0,2,2,1,1,1,1,1,1,2,1,1,0
4957,1,0,1,1,2,1,2,0,2,2,2,2,2,0,0,1
6315,0,0,1,0,2,2,1,1,1,1,1,1,1,0,2,0
4929,1,0,0,0,0,0,2,0,2,0,2,2,0,1,2,0
2212,0,0,1,1,0,2,1,1,1,1,1,1,2,0,1,0
872,1,0,1,0,0,0,2,2,2,0,2,0,1,0,1,0
2881,1,0,0,0,1,0,0,2,2,0,0,0,1,1,0,0
5224,1,0,0,0,0,2,1,1,1,1,1,1,1,0,3,0
754,0,0,1,1,0,2,1,1,1,1,1,1,2,0,1,0
5104,0,0,0,0,0,2,1,1,1,1,1,1,1,0,3,0
425,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
2466,0,1,1,0,2,0,2,2,2,0,0,0,0,1,1,0
1708,0,0,1,0,1,0,0,0,0,0,0,2,0,1,2,1
2560,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
4752,1,1,0,0,1,0,0,2,2,0,0,2,0,1,2,1
3750,1,0,1,1,0,2,1,1,1,1,1,1,2,1,3,0
3134,0,1,0,0,0,0,2,2,0,0,0,0,0,1,1,1
6570,0,0,1,0,0,0,2,0,2,2,0,0,2,0,1,0
5312,0,0,1,0,0,1,2,0,0,0,0,0,0,1,2,1
2905,1,0,0,0,0,1,0,2,0,0,0,2,0,1,2,1
2288,1,0,1,1,0,2,1,1,1,1,1,1,2,0,3,0
5009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
356,0,1,0,0,1,0,0,2,2,2,2,0,0,1,2,0
6733,1,0,1,0,2,2,1,1,1,1,1,1,1,0,3,0
5043,0,1,1,0,0,0,0,0,2,0,0,2,1,0,3,0
5015,1,1,0,0,2,1,0,2,0,0,2,2,1,1,2,0
5622,0,0,1,1,2,1,2,0,0,2,2,2,1,1,0,0
627,0,0,0,0,0,1,0,2,0,0,2,0,0,0,2,1
2778,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4974,1,0,1,1,2,2,1,1,1,1,1,1,2,0,1,0
2484,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
2128,0,0,1,1,2,1,2,2,0,0,0,2,0,1,2,0
6992,0,0,1,1,0,2,1,1,1,1,1,1,2,0,0,0
666,0,0,1,1,0,0,2,2,2,0,2,0,2,1,1,0
3605,0,0,1,0,2,0,2,2,0,2,2,2,2,0,1,0
6778,1,0,1,0,2,1,2,2,2,2,2,2,2,1,1,0
2765,1,0,1,0,2,1,0,0,0,0,2,2,1,1,1,0
5580,1,0,0,0,2,0,2,2,2,2,2,2,2,0,1,0
313,1,0,0,0,0,2,1,1,1,1,1,1,0,1,1,0
2433,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1
4578,1,0,0,0,2,1,0,0,0,0,0,2,0,1,2,1
3144,1,0,0,0,1,0,2,2,0,0,0,2,0,1,0,0
4112,1,0,1,1,0,0,2,0,0,0,0,2,0,1,3,0
6237,0,1,1,0,2,1,2,2,0,2,2,0,0,1,0,1
1375,1,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0
5118,1,0,1,1,0,0,2,2,0,2,0,2,0,1,1,0
4747,1,0,1,1,0,0,2,0,2,2,0,0,2,1,0,0
3162,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1
6961,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0
5724,1,0,0,0,1,0,0,2,0,0,0,0,0,1,3,0
4803,0,0,1,1,0,2,1,1,1,1,1,1,0,1,2,1
2934,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1120,1,1,0,0,1,0,0,2,0,0,2,2,0,1,1,0
2416,1,0,0,1,2,0,2,2,0,0,0,2,0,1,2,0
6527,0,0,1,0,1,0,0,0,0,0,2,2,0,1,2,0
2534,1,0,0,1,2,0,2,2,0,2,2,2,2,1,0,0
5273,1,0,0,0,2,0,2,2,2,2,0,0,0,0,2,0
5510,1,1,1,0,0,0,0,2,0,0,0,0,0,1,0,1
4739,0,1,0,0,0,1,0,0,0,0,0,2,0,0,2,1
6032,1,0,0,0,0,1,0,2,2,0,0,2,0,1,1,0
518,1,0,1,1,0,2,1,1,1,1,1,1,2,0,3,0
4078,0,0,0,0,0,2,1,1,1,1,1,1,1,0,2,0
1311,1,0,1,1,2,0,2,2,2,2,2,2,2,1,1,0
2314,1,0,0,0,0,1,0,0,0,0,2,2,0,1,2,0
2187,1,0,0,0,2,1,0,2,0,2,0,2,0,1,2,1
690,0,0,0,0,2,2,1,1,1,1,1,1,1,1,3,0
1620,1,0,0,0,1,0,0,2,0,2,0,0,1,0,1,0
1559,0,0,0,0,0,0,2,2,0,2,2,2,0,1,2,0
5848,1,0,0,0,0,2,1,1,1,1,1,1,2,0,1,0
2632,1,0,1,1,0,2,1,1,1,1,1,1,1,0,3,0
4702,0,0,1,1,1,0,0,2,0,0,0,0,0,1,2,0
4011,0,0,1,1,2,1,2,2,2,2,2,0,2,0,1,0
80,1,0,1,1,0,2,1,1,1,1,1,1,1,1,0,0
5103,0,0,0,0,2,1,0,2,2,0,2,0,1,1,2,0
3798,0,0,0,0,2,0,0,0,0,2,2,0,0,0,2,0
2248,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0
3307,0,0,0,0,2,1,0,2,2,0,0,0,0,1,0,1
2247,0,1,1,0,2,0,2,2,2,2,2,2,2,0,1,0
1924,1,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0
2766,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1
3214,1,0,1,0,0,2,1,1,1,1,1,1,0,1,0,0
4778,1,0,1,1,2,0,0,2,2,2,2,2,2,1,1,0
5816,1,0,1,1,2,0,0,0,0,0,2,0,0,0,2,0
5460,1,0,1,1,0,2,1,1,1,1,1,1,2,0,0,0
1245,0,1,1,1,2,1,0,0,0,0,2,0,0,0,0,0
1440,0,0,1,1,2,0,0,0,2,2,2,0,2,1,0,0
4712,1,0,1,1,2,1,0,0,2,0,2,2,0,1,2,1
3175,1,0,1,1,2,1,0,0,2,2,2,2,0,1,0,1
1707,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,1
1356,1,0,1,1,0,1,0,0,0,0,0,2,0,1,2,0
1915,1,0,0,0,0,2,1,1,1,1,1,1,0,1,2,0
5249,0,0,1,0,2,1,0,2,2,2,2,2,1,1,0,0
2264,1,0,0,0,0,2,1,1,1,1,1,1,0,0,3,0
1320,1,0,0,0,0,2,1,1,1,1,1,1,1,1,3,0
3192,0,0,0,0,0,1,2,2,0,0,0,0,0,1,2,1
5177,0,0,0,0,0,2,1,1,1,1,1,1,1,1,0,0
1531,0,0,1,0,0,0,2,2,0,2,0,0,1,1,0,0
582,0,0,1,1,0,2,1,1,1,1,1,1,2,0,3,0
5137,0,0,0,0,0,2,1,1,1,1,1,1,0,0,3,0
5871,1,0,0,1,0,2,1,1,1,1,1,1,0,1,3,0
3440,1,0,0,0,2,0,2,2,2,2,0,0,1,0,2,0
6517,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0
2643,1,0,0,0,0,2,1,1,1,1,1,1,2,0,1,0
5265,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0
283,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1
5843,0,0,1,1,0,2,1,1,1,1,1,1,2,0,0,0
5270,1,0,1,1,2,1,0,0,2,0,2,0,0,1,1,0
3903,0,0,0,0,2,1,0,2,2,2,0,0,1,1,0,0
5802,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,1
5989,1,0,1,1,2,1,2,0,0,2,2,2,2,0,0,0
6759,1,0,1,0,2,1,0,2,0,0,2,0,0,1,0,1
6156,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0
380,0,0,1,1,2,1,0,0,2,2,0,2,0,1,0,0
3556,1,0,0,1,0,1,0,2,0,0,0,0,0,1,2,1
4115,1,0,0,0,2,1,0,0,0,0,0,0,0,1,2,1
480,0,0,1,1,2,1,0,0,0,0,2,2,0,1,0,0
13,0,0,0,0,2,1,2,2,2,0,2,0,2,1,0,0
3976,0,0,1,0,2,0,2,0,0,0,0,0,0,0,2,0
2622,1,0,0,0,2,1,0,2,2,0,0,0,0,1,0,0
4149,0,0,1,1,1,0,0,2,0,2,0,0,0,0,2,0
4126,0,0,1,1,2,1,0,2,2,2,0,0,0,0,1,0
3091,0,0,0,0,2,0,2,2,0,0,0,0,1,1,0,0
2445,1,0,0,0,0,1,2,0,2,0,2,2,1,1,1,0
5640,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1666,1,0,0,0,0,0,2,2,0,0,0,0,1,1,3,0
2769,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1
2608,1,1,0,0,2,0,0,2,0,0,0,0,0,0,1,0
381,1,0,0,0,2,0,2,2,2,2,0,2,1,1,1,1
3866,0,0,0,0,0,1,0,2,2,0,2,2,1,1,3,0
3591,0,0,0,0,1,0,2,0,2,0,2,2,2,0,2,0
3863,0,0,1,0,0,1,0,0,0,0,2,0,0,1,2,1
3080,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,0
5594,0,0,1,1,2,1,0,0,0,0,0,2,0,0,2,0
6803,1,0,1,1,0,0,2,0,2,2,2,2,2,1,2,0
694,1,0,1,0,2,1,0,0,0,0,0,0,0,1,2,1
3288,1,0,0,0,0,2,1,1,1,1,1,1,2,0,3,0
6670,1,1,0,0,2,1,0,0,0,0,2,2,0,1,2,1
4027,1,1,0,0,2,1,0,2,0,0,2,0,0,1,2,0
404,0,0,0,0,0,0,0,2,2,2,2,0,2,0,3,0
1501,0,0,1,1,0,2,1,1,1,1,1,1,2,1,0,0
1317,1,0,0,0,2,1,0,2,2,0,0,2,0,1,2,0
226,0,0,1,0,2,1,0,0,2,2,2,2,0,1,1,1
2223,1,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0
5203,1,0,1,0,2,0,2,0,0,2,2,2,1,0,3,0
3047,0,0,1,1,2,1,0,2,0,0,0,2,0,1,0,1
6278,0,0,1,1,1,0,0,2,0,0,0,0,0,0,3,1
5466,0,0,1,1,2,1,0,2,0,2,0,2,2,1,0,0
3846,0,0,1,1,0,1,0,2,2,0,2,0,0,1,0,1
2390,1,1,1,0,2,1,2,2,2,0,2,2,1,1,2,1
6956,0,0,1,1,1,0,2,0,0,2,2,0,2,1,1,0
3137,0,1,0,0,2,1,0,0,0,0,2,0,0,1,2,1
409,1,0,1,1,2,0,0,2,2,0,2,2,1,0,1,0
2343,0,0,0,0,0,1,0,2,0,0,2,0,0,1,2,0
6916,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,1
5683,1,0,0,0,0,2,1,1,1,1,1,1,1,0,3,0
5667,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,1
7030,1,0,1,1,0,0,2,0,2,2,0,2,2,0,3,0
165,0,0,1,1,2,1,0,0,2,2,2,2,2,1,0,0
5395,0,0,1,0,1,0,0,0,0,0,2,2,0,0,2,1
2703,1,0,0,0,2,1,0,0,0,0,0,0,0,1,2,1
4985,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0
2790,0,0,0,0,0,2,1,1,1,1,1,1,0,0,3,0
10,1,0,0,0,1,0,2,0,0,2,2,0,2,0,1,0
995,0,0,0,0,0,1,0,0,2,0,2,2,2,1,2,1
6034,1,0,0,0,2,1,0,0,2,0,2,0,0,1,3,1
6448,0,0,1,1,2,1,0,2,0,0,2,2,1,0,3,1
131,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1
5737,1,0,0,0,0,1,0,0,0,0,0,2,0,1,2,1
6622,0,0,0,1,2,1,0,0,2,2,0,0,0,1,3,1
5418,1,0,1,1,2,0,2,2,2,2,2,0,2,1,0,0
2139,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1
1031,1,0,1,1,2,0,2,0,2,2,2,2,0,0,2,0
4845,0,0,1,0,2,1,2,2,2,0,2,0,0,1,2,1
5200,0,0,0,1,0,2,1,1,1,1,1,1,1,0,1,0
3074,1,0,1,1,0,0,0,2,2,2,0,0,0,0,0,0
3638,0,0,1,1,2,0,0,0,0,0,0,0,0,0,3,0
6251,0,0,0,0,2,1,0,0,0,0,0,2,0,0,2,1
737,1,0,1,0,0,2,1,1,1,1,1,1,2,0,0,0
5017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1
5457,1,0,1,0,2,1,0,2,2,0,2,2,1,0,2,1
1746,1,0,1,0,0,0,2,2,0,0,2,2,1,1,3,0
102,1,0,1,1,0,1,2,2,2,2,2,2,2,0,3,0
4239,0,0,0,0,0,1,0,2,0,0,0,2,0,1,2,0
3351,0,1,1,0,2,1,0,2,0,0,0,0,0,1,2,1
5875,1,0,0,0,0,1,0,0,2,0,2,2,1,0,2,0
1028,0,0,1,1,2,1,2,2,2,2,2,2,2,1,0,0
192,1,1,0,0,2,1,0,2,0,2,2,2,1,0,0,0
2653,0,0,1,0,0,2,1,1,1,1,1,1,1,0,3,0
3099,0,0,0,0,0,2,1,1,1,1,1,1,2,0,3,0
4589,1,0,1,0,0,1,2,2,0,0,0,2,1,1,1,1
2152,1,0,0,1,2,0,2,2,0,0,0,0,0,0,0,0
3794,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,0
2635,0,0,1,0,0,1,0,0,0,0,2,2,0,0,2,1
5888,1,0,0,0,0,2,1,1,1,1,1,1,0,1,3,1
6833,1,0,1,1,0,0,2,2,2,0,0,0,1,1,0,0
5749,0,0,0,1,0,0,2,2,0,0,0,2,0,1,2,0
6191,1,1,1,0,2,1,0,0,0,0,0,0,0,0,2,0
5889,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3,0
6468,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,1
4457,1,0,0,0,2,1,0,2,0,0,0,0,0,1,2,1
5238,1,0,1,0,2,0,2,2,2,2,2,2,2,0,0,0
2472,1,0,0,0,0,2,1,1,1,1,1,1,2,0,3,0
5221,0,1,0,0,2,0,0,2,2,2,0,0,0,0,0,0
4637,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0
1748,1,0,0,0,0,2,1,1,1,1,1,1,1,0,3,0
5313,0,0,0,0,2,1,0,2,2,2,2,2,2,1,0,0
1741,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0
6020,1,0,0,0,0,0,2,0,2,0,2,2,0,1,2,0
7009,1,1,0,0,0,1,0,0,2,0,2,2,0,1,0,1
802,0,0,1,0,2,1,0,2,2,0,0,0,0,1,0,0
3426,0,0,1,0,1,0,2,2,2,2,0,0,2,1,0,0
3792,0,0,1,1,0,2,1,1,1,1,1,1,2,0,3,0
1372,0,0,0,0,2,1,0,0,2,2,2,2,0,1,2,0
4369,1,0,1,0,2,1,0,2,2,0,0,0,0,1,0,1
6841,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1
834,1,0,0,0,2,1,2,0,2,2,2,2,0,1,1,0
2899,1,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0
1480,0,0,1,0,2,0,2,0,0,2,2,2,0,1,2,1
511,1,0,0,0,2,0,2,2,2,2,2,2,2,0,0,0
5289,1,0,1,1,2,1,0,2,2,0,2,0,0,1,2,0
3722,1,0,1,1,2,0,2,2,2,2,2,2,2,0,2,0
3493,1,0,1,1,0,0,0,0,2,0,0,0,0,0,2,1
5663,0,0,0,0,2,2,1,1,1,1,1,1,2,1,1,0
5551,1,0,1,1,0,0,2,0,0,2,2,2,1,1,0,0
5014,0,0,1,1,0,2,1,1,1,1,1,1,1,0,0,0
3636,0,0,0,0,2,1,0,0,0,0,2,0,0,0,2,0
1251,1,0,1,1,2,2,1,1,1,1,1,1,2,1,3,0
3402,1,1,1,0,2,1,0,2,2,0,2,2,1,1,0,0
6400,1,0,0,0,2,1,2,2,0,2,2,0,0,0,3,0
4499,0,0,0,0,0,1,2,0,0,0,2,2,0,1,2,1
6074,0,0,0,0,2,0,2,2,0,0,0,0,0,1,1,1
